id,noun,article,plural,translation,niveau,level,createdAt,updatedAt,deletedAt
2001,Akupuntur,Die,Akupunturen,Acupuntura,B2.4,advanced,12/06/20,,
2002,Behandlung,Die,Behandlungen,Tratamiento,B2.4,advanced,12/06/20,,
2003,Heilkunde,Die,Heilkunde,Medicina,B2.4,advanced,12/06/20,,
2004,Homöopathie,Die,Homöopathie,Homeopatía,B2.4,advanced,12/06/20,,
2005,Seele,Die,Seelen,Alma / Espíritu,B2.4,advanced,12/06/20,,
2006,Vorbeugung,Die,Vorbeugung,Prevención,B2.4,advanced,12/06/20,,
2007,Zustand,Der,Zustände,Condición / Situación,B2.4,advanced,12/06/20,,
2008,Anwendung,Die,Anwendungen,Aplicación / Solicitud,B2.4,advanced,12/06/20,,
2009,Auslöser,Der,Auslöser,Desencadenante / Disparador,B2.4,advanced,12/06/20,,
2010,Etikett,Das,Etiketten,Rótulo / Etiqueta,B2.4,advanced,12/06/20,,
2011,Nebenwirkung,Die,Nebenwirkungen,Efecto secundario,B2.4,advanced,12/06/20,,
2012,Pollen,Der,Pollen,Polen,B2.4,advanced,12/06/20,,
2013,Schulmedizin,Die,Schulmedizin,Medicina convencional,B2.4,advanced,12/06/20,,
2014,Labor,Das,Labore / Labors,Laboratorio,B2.4,advanced,12/06/20,,
2015,Exfrau,Die,Exfrauen,Ex esposa,B2.4,advanced,12/06/20,,
2016,Exmann,Der,Exmänner,Ex esposo,B2.4,advanced,12/06/20,,
2017,Gatte,Der,Gatten,Marido / Cónyuge,B2.4,advanced,12/06/20,,
2018,Konstellation,Die,Konstellationen,Constelación,B2.4,advanced,12/06/20,,
2019,Stieftochter,Die,Stieftöchter,Hijastra,B2.4,advanced,12/06/20,,
2020,Stiefsohn,Der,Stiefsöhne,Hijastro,B2.4,advanced,12/06/20,,
2021,Assoziation,Die,Assoziationen,Asociación,B2.4,advanced,12/06/20,,
2022,Bedürfnis,Das,Berdürfnisse,Necesidad / Exigencia,B2.4,advanced,12/06/20,,
2023,Generation,Die,Generationen,Generación,B2.4,advanced,12/06/20,,
2024,Patchwork-Familie,Die,Patchwork-familien,Familia mixta,B2.4,advanced,12/06/20,,
2025,Protest,Der,Proteste,Protesta,B2.4,advanced,12/06/20,,
2026,Respekt,Der,Respekt,Respeto,B2.4,advanced,12/06/20,,
2027,Verhältnis,Das,Verhältnisse,Proporción / Relación / Términos,B2.4,advanced,12/06/20,,
2028,Wut,Die,Wut,Furía / Colera,B2.4,advanced,12/06/20,,
2029,Alleinerziehende,Die/Der,Alleinerziehende,Padres solteros,B2.4,advanced,12/06/20,,
2030,Alleinstehende,Die/Der,Alleinstehende,Personas solteras / Solos/as,B2.4,advanced,12/06/20,,
2031,Drittel,Das,Drittel,Tercio,B2.4,advanced,12/06/20,,
2032,Grafik,Die,Grafiken,Gráfico,B2.4,advanced,12/06/20,,
2033,Hälfte,Die,Hälften,Mitad,B2.4,advanced,12/06/20,,
2034,Lebensform,Die,Lebensformen,Forma de vida,B2.4,advanced,12/06/20,,
2035,Schaubild,Das,Schaubilder,Diagrama / Gráfica,B2.4,advanced,12/06/20,,
2036,Single,Der,Singles,Soltero/a,B2.4,advanced,12/06/20,,
2037,Statistik,Die,Statistiken,Estadística,B2.4,advanced,12/06/20,,
2038,Viertel,Das,Viertel,Trimestre / Cuarto / Barrio,B2.4,advanced,12/06/20,,
2039,Ahnung,Die,Ahnungen,Idea / Presentimiento,B2.4,advanced,12/06/20,,
2040,Einfachheit,Die,Einfachheit,Sencillez,B2.4,advanced,12/06/20,,
2041,Härte,Die,Härten,Dureza / Rigor,B2.4,advanced,12/06/20,,
2042,Neugier,Die,Neugier,Curiosidad,B2.4,advanced,12/06/20,,
2043,Reaktion,Die,Reaktionen,Reacción,B2.4,advanced,12/06/20,,
2044,Rechtfertigung,Die,Rechtfertigungen,Justificación / Descargo,B2.4,advanced,12/06/20,,
2045,Sicht,Die,Sicht,Vista,B2.4,advanced,12/06/20,,
2046,Stapel,Der,Stapel,Montón / Pila,B2.4,advanced,12/06/20,,
2047,Befürworter,Der,Befürworter,Partidario / Defensor,B2.4,advanced,12/06/20,,
2048,Bezug,Der,Bezug,Referencia / Remuneración,B2.4,advanced,12/06/20,,
2049,Fazit,Das,Fazit,Conclusión,B2.4,advanced,12/06/20,,
2050,Kreis,Der,Kreise,Círculo / Órbita,B2.4,advanced,12/06/20,,
2051,Scheidungsrate,Die,Scheidungsraten,Índice de divorcios,B2.4,advanced,12/06/20,,
2052,Stellungnahme,Die,Stellungnahmen,Postura / Opinión / Criterio,B2.4,advanced,12/06/20,,
2053,Verknüpfung,Die,Verknüpfungen,Vinculación,B2.4,advanced,12/06/20,,
2054,Klischee,Das,Klischees,Cliché,B2.4,advanced,12/06/20,,
2055,Devise,Die,Devisen,Lema / Divisa,B2.4,advanced,12/06/20,,
2056,Distanz,Die,Distanzen,Distancia,B2.4,advanced,12/06/20,,
2057,Fernbeziehung,Die,Fernbeziehungen,Relación de larga distancia,B2.4,advanced,12/06/20,,
2058,Flexibilität,Die,Flexibilitäten,Flexibilidad,B2.4,advanced,12/06/20,,
2059,Geste,Die,Gesten,Gesto / Ademán / Detalle,B2.4,advanced,12/06/20,,
2060,Harmonie,Die,Harmonien,Armonía,B2.4,advanced,12/06/20,,
2061,Perspektive,Die,Perspektiven,Perspectiva,B2.4,advanced,12/06/20,,
2062,Sehnsucht,Die,Sehnsüchten,Anhelo,B2.4,advanced,12/06/20,,
2063,Zauber,Der,Zauber,Encanto / Hechizo / Magia,B2.4,advanced,12/06/20,,
2064,Exotik,Die,Exotik,Exotismo,B2.4,advanced,12/06/20,,
2065,Geborgenheit,Die,Geborgenheiten,Seguridad,B2.4,advanced,12/06/20,,
2066,Hinsicht,Die,Hinsichten,Respeto,B2.4,advanced,12/06/20,,
2067,Vertrauter,Das,Vertrauter,Confidente,B2.4,advanced,12/06/20,,
2068,Vordergrund,Der,Vordergründe,Primer plano,B2.4,advanced,12/06/20,,
2069,Applaus,Der,Applaus,Aplausos,B2.4,advanced,12/06/20,,
2070,Detail,Das,Details,Detalle,B2.4,advanced,12/06/20,,
2071,Dichter,Der,Dichter,Poeta,B2.4,advanced,12/06/20,,
2072,Arbeitsaufwand,Der,Arbeitsaufwand,Gastos de operación / Cantidad de trabajo necesaria,B2.4,advanced,12/06/20,,
2073,Aufsatz,Der,Aufsätze,Redacción / Disertación,B2.4,advanced,12/06/20,,
2074,Dozent,Der,Dozenten,Profesor,B2.4,advanced,12/06/20,,
2075,Facharbeit,Die,Facharbeiten,Tesis,B2.4,advanced,12/06/20,,
2076,Fachliteratur,Die,Fachliteratur,Literatura especializada,B2.4,advanced,12/06/20,,
2077,Gliederung,Die,Gliederungen,Estructura / División / Clasificación,B2.4,advanced,12/06/20,,
2078,Hausarbeit,Die,Hausarbeiten,Tareas de la casa,B2.4,advanced,12/06/20,,
2079,Hörsaal,Der,Hörsäle,Sala de conferencias,B2.4,advanced,12/06/20,,
2080,Klausur,Die,Klausuren,Clausura,B2.4,advanced,12/06/20,,
2081,Kommilitone,Der,Kommilitonen,Compañero de estudios,B2.4,advanced,12/06/20,,
2082,Kommilitonin,Die,Kommilitoninnen,Compañera de estudios,B2.4,advanced,12/06/20,,
2083,Lehrveranstaltung,Der,Lehrveranstaltungen,Seminario / Curso,B2.4,advanced,12/06/20,,
2084,Mensa,Die,Mensen,Comedor universitario,B2.4,advanced,12/06/20,,
2085,Studienfach,Das,Studienfächer,Asignatura / Especialidad,B2.4,advanced,12/06/20,,
2086,Studiengang,Der,Studiengänger,Ciclo de estudios,B2.4,advanced,12/06/20,,
2087,Seminar,Das,Seminare,Seminario,B2.4,advanced,12/06/20,,
2088,Seminararbeit,Die,Seminararbeiten,Tabajo escrito / Ensayo,B2.4,advanced,12/06/20,,
2089,Verlauf,Der,Verläufe,Transcurso / Rumbo,B2.4,advanced,12/06/20,,
2090,Vorlesung,Die,Vorlesungen,Conferencia,B2.4,advanced,12/06/20,,
2091,Vorlesungsverzeichnis,Das,Vorlesungsverzeichnisse,Programa de cursos y asignaturas de la universidad,B2.4,advanced,12/06/20,,
2092,Wortfeld,Das,Wortfelder,Campo semántico,B2.4,advanced,12/06/20,,
2093,Anziehungspunkt,Die,Anziehungspunkte,Blanco de las miradas,B2.4,advanced,12/06/20,,
2094,Beschäftige,Die/Der,Beschäftigen,Atractivo,B2.4,advanced,12/06/20,,
2095,Betreuung,Die,Betreuung,Cuidado / Asesoramiento,B2.4,advanced,12/06/20,,
2096,Campus,Der,Campus,Campus,B2.4,advanced,12/06/20,,
2097,Disziplin,Die,Disziplinen,Disciplina,B2.4,advanced,12/06/20,,
2098,Fachbereich,Der,Fachbereiche,Especialidad / Facultad,B2.4,advanced,12/06/20,,
2099,Fakultät,Die,Fakultäten,Facultad,B2.4,advanced,12/06/20,,
2100,Förderung,Die,Förderungen,Subsidio / Fomento / Promoción,B2.4,advanced,12/06/20,,
2101,Gelände,Das,Gelände,Recinto / Terreno,B2.4,advanced,12/06/20,,
2102,Metropolregion,Die,Metropolregionen,Región Metropolitana,B2.4,advanced,12/06/20,,
2103,Nachwuchs,Der,Nachwuchs,Aprendices,B2.4,advanced,12/06/20,,
2104,(Spitzen)Forscher,Der,(Spitzen)Forscher,(Top) Investigadores,B2.4,advanced,12/06/20,,
2105,Studienabschluss,Der,Studienabchlüsse,Graduación / Egreso,B2.4,advanced,12/06/20,,
2106,Zuständigkeit,Die,Zuständigkeiten,Jurisdicción / Incumbencia,B2.4,advanced,12/06/20,,
2107,Zuwanderung,Die,Zuwanderungen,Inmigración,B2.4,advanced,12/06/20,,
2108,Umgebung,Die,Umgebungen,Alrededores / Entorno / Ambiente,B2.4,advanced,12/06/20,,
2109,Vorstellung,Die,Vorstellungen,Presentación / Sesión / Idea,B2.4,advanced,12/06/20,,
2110,Aufgeschlossenheit,Die,Aufgeschlossenheit,Receptividad / Franqueza,B2.4,advanced,12/06/20,,
2111,Grundlage,Die,Grundlagen,Fundamento,B2.4,advanced,12/06/20,,
2112,Mappe,Die,Mappen,Carpeta / Portafolio,B2.4,advanced,12/06/20,,
2113,Ausgabe,Die,Ausgaben,Distribución / Reparto,B2.4,advanced,12/06/20,,
2114,Einnahmequelle,Die,Einnamahquellen,Fuente de ingresos,B2.4,advanced,12/06/20,,
2115,Lebenshaltungskosten,Die,Lebenshaltungskosten,Costo de vida,B2.4,advanced,12/06/20,,
2116,Stipendiengeber,Der,Stipendiengeber,Becas,B2.4,advanced,12/06/20,,
2117,Studentenwerk,Das,Studentenwerke,Asistencia social para estudiantes,B2.4,advanced,12/06/20,,
2118,Verdienst,Der,Verdienste,Mérito,B2.4,advanced,12/06/20,,
2119,Zinssatz,Der,Zinssätze,Tasa de interés,B2.4,advanced,12/06/20,,
2120,Geräusch,Das,Geräusche,Ruido,B2.4,advanced,12/06/20,,
